lake,parameter,source_file,sampling_timestamp,sample_timestamp,measurement_value,measurement_value_raw,site_name,station_name,depth,value_sign,unit_symbol,method,laboratory,sampling_number,sample_number,rdl,sample_location,sample_type,vanadium_total_recoverable
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2017-03-15 12:00:00,2017-03-15 11:00:00,1.32,1.32,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),111901,,0.000006,,,1.32
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,,,,,,,,,,,,,,,,,
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,,,,Lead Total Recoverable,Site Name,Station Name,Depth,Value Sign,Unit Symbol,Method,Laboratory,Sampling Number,Sample Number,RDL,Sample Location,Sample Type,Lead Total Recoverable
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-07-10 12:00:00,2014-07-10 11:00:00,0.475,0.475,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107356,,0.000003,,,0.475
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-09-07 12:00:00,2014-09-07 11:00:00,1.17,1.17,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107362,,0.000003,,,1.17
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2015-03-02 12:00:00,2015-03-02 12:00:00,0.094,0.094,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107359,,0.000003,,,0.094
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-03-10 12:00:00,2016-03-10 12:00:00,0.1,0.1,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112660,,0.000003,,,0.1
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-07-20 12:00:00,2016-07-20 11:00:00,0.332,0.332,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112405,,0.000003,,,0.332
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-09-21 12:00:00,2016-09-21 11:00:00,0.538,0.538,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112207,,0.000003,,,0.538
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2017-03-15 12:00:00,2017-03-15 11:00:00,0.149,0.149,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),111901,,0.000003,,,0.149
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,,,,,,,,,,,,,,,,,
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,,,,Lead Dissolved,Site Name,Station Name,Depth,Value Sign,Unit Symbol,Method,Laboratory,Sampling Number,Sample Number,RDL,Sample Location,Sample Type,Lead Dissolved
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-07-10 12:00:00,2014-07-10 11:00:00,0.061,0.061,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107356,,0.000004,,,0.061
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-09-07 12:00:00,2014-09-07 11:00:00,0.04,0.04,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107362,,0.000004,,,0.04
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2015-03-02 12:00:00,2015-03-02 12:00:00,0.011,0.011,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107359,,0.000004,,,0.011
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-03-10 12:00:00,2016-03-10 12:00:00,0.046,0.046,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112660,,0.000004,,,0.046
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-07-20 12:00:00,2016-07-20 11:00:00,0.092,0.092,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112405,,0.000004,,,0.092
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-09-21 12:00:00,2016-09-21 11:00:00,0.102,0.102,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112207,,0.000004,,,0.102
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2017-03-15 12:00:00,2017-03-15 11:00:00,0.025,0.025,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),111901,,0.000004,,,0.025
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,,,,,,,,,,,,,,,,,
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,,,,Copper Total Recoverable,Site Name,Station Name,Depth,Value Sign,Unit Symbol,Method,Laboratory,Sampling Number,Sample Number,RDL,Sample Location,Sample Type,Copper Total Recoverable
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-07-10 12:00:00,2014-07-10 11:00:00,1.17,1.17,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107356,,0.00005,,,1.17
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-09-07 12:00:00,2014-09-07 11:00:00,2.05,2.05,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107362,,0.00005,,,2.05
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2015-03-02 12:00:00,2015-03-02 12:00:00,0.68,0.68,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107359,,0.00005,,,0.68
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-03-10 12:00:00,2016-03-10 12:00:00,0.56,0.56,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112660,,0.00005,,,0.56
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-07-20 12:00:00,2016-07-20 11:00:00,1.26,1.26,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112405,,0.00005,,,1.26
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-09-21 12:00:00,2016-09-21 11:00:00,1.22,1.22,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112207,,0.00005,,,1.22
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2017-03-15 12:00:00,2017-03-15 11:00:00,0.85,0.85,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),111901,,0.00005,,,0.85
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,,,,,,,,,,,,,,,,,
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,,,,Copper Dissolved,Site Name,Station Name,Depth,Value Sign,Unit Symbol,Method,Laboratory,Sampling Number,Sample Number,RDL,Sample Location,Sample Type,Copper Dissolved
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-07-10 12:00:00,2014-07-10 11:00:00,0.82,0.82,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107356,,0.00008,,,0.82
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-09-07 12:00:00,2014-09-07 11:00:00,0.73,0.73,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107362,,0.00008,,,0.73
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2015-03-02 12:00:00,2015-03-02 12:00:00,0.45,0.45,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107359,,0.00008,,,0.45
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-03-10 12:00:00,2016-03-10 12:00:00,0.55,0.55,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112660,,0.00008,,,0.55
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-07-20 12:00:00,2016-07-20 11:00:00,0.94,0.94,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112405,,0.00008,,,0.94
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-09-21 12:00:00,2016-09-21 11:00:00,1.2,1.2,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112207,,0.00008,,,1.2
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2017-03-15 12:00:00,2017-03-15 11:00:00,0.61,0.61,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),111901,,0.00008,,,0.61
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,,,,,,,,,,,,,,,,,
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,,,,Calcium Total,Site Name,Station Name,Depth,Value Sign,Unit Symbol,Method,Laboratory,Sampling Number,Sample Number,RDL,Sample Location,Sample Type,Calcium Total
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-07-10 12:00:00,2014-07-10 11:00:00,21.9,21.9,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107356,,0.01,,,21.9
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-09-07 12:00:00,2014-09-07 11:00:00,33.8,33.8,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107362,,0.01,,,33.8
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2015-03-02 12:00:00,2015-03-02 12:00:00,31.0,31,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107359,,0.01,,,31
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-03-10 12:00:00,2016-03-10 12:00:00,50.4,50.4,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112660,,0.01,,,50.4
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-07-20 12:00:00,2016-07-20 11:00:00,28.7,28.7,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112405,,0.01,,,28.7
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-09-21 12:00:00,2016-09-21 11:00:00,26.1,26.1,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112207,,0.01,,,26.1
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2017-03-15 12:00:00,2017-03-15 11:00:00,41.7,41.7,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),111901,,0.01,,,41.7
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-03-10 12:00:00,2016-03-10 12:00:00,59.0,59,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,440,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112660,,0.3,,,59
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-07-20 12:00:00,2016-07-20 11:00:00,30.0,30,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,440,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112405,,0.3,,,30
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-09-21 12:00:00,2016-09-21 11:00:00,29.0,29,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,440,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112207,,0.3,,,29
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2017-03-15 12:00:00,2017-03-15 11:00:00,44.0,44,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,440,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",111901,,0.3,,,44
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,,,,,,,,,,,,,,,,,
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,,,,Calcium Dissolved,Site Name,Station Name,Depth,Value Sign,Unit Symbol,Method,Laboratory,Sampling Number,Sample Number,RDL,Sample Location,Sample Type,Calcium Dissolved
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-05-08 12:00:00,2014-05-08 11:00:00,23.9,23.9,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,3158,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",106707,,0.5,,,23.9
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-07-10 12:00:00,2014-07-10 11:00:00,26.4,26.4,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,3158,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107356,,0.5,,,26.4
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-09-07 12:00:00,2014-09-07 11:00:00,39.7,39.7,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,3158,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107362,,0.5,,,39.7
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2015-03-02 12:00:00,2015-03-02 12:00:00,33.0,33,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,3158,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107359,,0.5,,,33
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-07-10 12:00:00,2014-07-10 11:00:00,21.0,21,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107356,,0.03,,,21
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-09-07 12:00:00,2014-09-07 11:00:00,33.6,33.6,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107362,,0.03,,,33.6
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2015-03-02 12:00:00,2015-03-02 12:00:00,29.0,29,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107359,,0.03,,,29
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-03-10 12:00:00,2016-03-10 12:00:00,50.2,50.2,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112660,,0.03,,,50.2
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-07-20 12:00:00,2016-07-20 11:00:00,28.6,28.6,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112405,,0.03,,,28.6
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-09-21 12:00:00,2016-09-21 11:00:00,25.5,25.5,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112207,,0.03,,,25.5
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2017-03-15 12:00:00,2017-03-15 11:00:00,40.5,40.5,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),111901,,0.03,,,40.5
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-03-10 12:00:00,2016-03-10 12:00:00,64.0,64,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,1516,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112660,,0.3,,,64
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-07-20 12:00:00,2016-07-20 11:00:00,30.0,30,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,1516,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112405,,0.3,,,30
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-09-21 12:00:00,2016-09-21 11:00:00,30.0,30,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,1516,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112207,,0.3,,,30
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2017-03-15 12:00:00,2017-03-15 11:00:00,43.0,43,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,1516,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",111901,,0.3,,,43
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,,,,,,,,,,,,,,,,,
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,,,,Aluminum Total Recoverable,Site Name,Station Name,Depth,Value Sign,Unit Symbol,Method,Laboratory,Sampling Number,Sample Number,RDL,Sample Location,Sample Type,Aluminum Total Recoverable
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-07-10 12:00:00,2014-07-10 11:00:00,1540.0,1540,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107356,,0.0002,,,1540
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-09-07 12:00:00,2014-09-07 11:00:00,3500.0,3500,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107362,,0.0002,,,3500
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2015-03-02 12:00:00,2015-03-02 12:00:00,259.0,259,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107359,,0.0002,,,259
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-03-10 12:00:00,2016-03-10 12:00:00,239.0,239,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112660,,0.0002,,,239
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-07-20 12:00:00,2016-07-20 11:00:00,519.0,519,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112405,,0.0002,,,519
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-09-21 12:00:00,2016-09-21 11:00:00,534.0,534,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112207,,0.0002,,,534
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2017-03-15 12:00:00,2017-03-15 11:00:00,96.2,96.2,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),111901,,0.0002,,,96.2
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,,,,,,,,,,,,,,,,,
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,,,,Aluminum Dissolved,Site Name,Station Name,Depth,Value Sign,Unit Symbol,Method,Laboratory,Sampling Number,Sample Number,RDL,Sample Location,Sample Type,Aluminum Dissolved
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-07-10 12:00:00,2014-07-10 11:00:00,20.1,20.1,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107356,,0.00013,,,20.1
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-09-07 12:00:00,2014-09-07 11:00:00,19.4,19.4,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107362,,0.00013,,,19.4
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2015-03-02 12:00:00,2015-03-02 12:00:00,4.79,4.79,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107359,,0.00013,,,4.79
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-03-10 12:00:00,2016-03-10 12:00:00,2.85,2.85,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112660,,0.00013,,,2.85
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-07-20 12:00:00,2016-07-20 11:00:00,40.0,40,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112405,,0.00013,,,40
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-09-21 12:00:00,2016-09-21 11:00:00,25.4,25.4,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112207,,0.00013,,,25.4
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2017-03-15 12:00:00,2017-03-15 11:00:00,8.91,8.91,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),111901,,0.00013,,,8.91
