lake,parameter,source_file,sampling_timestamp,sample_timestamp,measurement_value,measurement_value_raw,site_name,station_name,depth,value_sign,unit_symbol,method,laboratory,sampling_number,sample_number,rdl,sample_location,sample_type,vanadium_total_recoverable
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2003-08-31 12:00:00,2003-08-31 11:00:00,1.127,1.127,KEARL LAKE,KEARL LAKE,,,mg/l,3435,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,03SWE02484,03SWE02484,0.007,Centre,DISCRETE SAMPLE (GRAB),1.127
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-06-17 14:30:00,2004-06-17 13:30:00,0.021,0.021,KEARL LAKE,KEARL LAKE,,,mg/l,3627,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE01029,04SWE01030,0.001,Centre,DISCRETE SAMPLE (GRAB),0.021
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-06-17 14:30:00,2004-06-17 13:30:00,0.003,0.003,KEARL LAKE,KEARL LAKE,,,mg/l,3626,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE01029,04SWE01030,0.001,Centre,DISCRETE SAMPLE (GRAB),0.003
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-06-17 14:30:00,2004-06-17 13:30:00,7.94,7.94,KEARL LAKE,KEARL LAKE,,,,389,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE01029,04SWE01030,,Centre,DISCRETE SAMPLE (GRAB),7.94
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-06-17 14:30:00,2004-06-17 13:30:00,15.1,15.1,KEARL LAKE,KEARL LAKE,,,mg/l,482,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE01029,04SWE01030,0.003,Centre,DISCRETE SAMPLE (GRAB),15.1
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-06-17 14:30:00,2004-06-17 13:30:00,0.773,0.773,KEARL LAKE,KEARL LAKE,,,mg/l,3435,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE01029,04SWE01030,0.007,Centre,DISCRETE SAMPLE (GRAB),0.773
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-07-14 09:15:00,2004-07-14 08:15:00,1.5,1.5,KEARL LAKE,KEARL LAKE,,,NTU,47,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE01843,04SWE01844,,Centre,DISCRETE SAMPLE (GRAB),1.5
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-07-14 09:15:00,2004-07-14 08:15:00,0.025,0.025,KEARL LAKE,KEARL LAKE,,,mg/l,3627,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE01843,04SWE01844,0.001,Centre,DISCRETE SAMPLE (GRAB),0.025
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-07-14 09:15:00,2004-07-14 08:15:00,0.009,0.009,KEARL LAKE,KEARL LAKE,,,mg/l,3626,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE01843,04SWE01844,0.001,Centre,DISCRETE SAMPLE (GRAB),0.009
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-07-14 09:15:00,2004-07-14 08:15:00,7.97,7.97,KEARL LAKE,KEARL LAKE,,,,389,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE01843,04SWE01844,,Centre,DISCRETE SAMPLE (GRAB),7.97
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-07-14 09:15:00,2004-07-14 08:15:00,16.1,16.1,KEARL LAKE,KEARL LAKE,,,mg/l,482,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE01843,04SWE01844,0.003,Centre,DISCRETE SAMPLE (GRAB),16.1
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-07-14 09:15:00,2004-07-14 08:15:00,0.88,0.88,KEARL LAKE,KEARL LAKE,,,mg/l,3435,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE01843,04SWE01844,0.007,Centre,DISCRETE SAMPLE (GRAB),0.88
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-07-26 12:00:00,2004-07-26 11:00:00,0.267,0.267,KEARL LAKE,KEARL LAKE,,,µg/l,1847,Alberta Research Council,104239,,0.0002,,,0.267
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-07-26 12:00:00,2004-07-26 11:00:00,0.1,0.2,KEARL LAKE,KEARL LAKE,,<,µg/l,1849,Alberta Research Council,104239,,0.0002,,,0.2
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-07-26 12:00:00,2004-07-26 11:00:00,0.019,0.019,KEARL LAKE,KEARL LAKE,,,mg/l,567,ETL,104239,,0.001,,,0.019
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-07-26 12:00:00,2004-07-26 11:00:00,0.014,0.014,KEARL LAKE,KEARL LAKE,,,mg/l,567,ETL,104239,,0.001,,,0.014
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-07-26 12:00:00,2004-07-26 11:00:00,8.1,8.1,KEARL LAKE,KEARL LAKE,,,,389,ETL,104239,,0.1,,,8.1
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-07-26 12:00:00,2004-07-26 11:00:00,1.0,2,KEARL LAKE,KEARL LAKE,,<,mg/l,331,ETL,104239,,2,,,2
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-07-26 12:00:00,2004-07-26 11:00:00,0.223,0.223,KEARL LAKE,KEARL LAKE,,,µg/l,1847,Alberta Research Council,104239,,0.0001,,,0.223
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-07-26 12:00:00,2004-07-26 11:00:00,0.17,0.17,KEARL LAKE,KEARL LAKE,,,µg/l,1849,Alberta Research Council,104239,,0.0001,,,0.17
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-07-26 12:00:00,2004-07-26 11:00:00,17.6,17.6,KEARL LAKE,KEARL LAKE,,,mg/l,1847,Alberta Research Council,104239,,0.1,,,17.6
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-07-26 12:00:00,2004-07-26 11:00:00,17.4,17.4,KEARL LAKE,KEARL LAKE,,,mg/l,1849,Alberta Research Council,104239,,0.1,,,17.4
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-07-26 12:00:00,2004-07-26 11:00:00,17.2,17.2,KEARL LAKE,KEARL LAKE,,,mg/l,2577,ETL,104239,,0.5,,,17.2
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-07-26 12:00:00,2004-07-26 11:00:00,17.8,17.8,KEARL LAKE,KEARL LAKE,,,µg/l,1847,Alberta Research Council,104239,,0.002,,,17.8
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-07-26 12:00:00,2004-07-26 11:00:00,2.12,2.12,KEARL LAKE,KEARL LAKE,,,µg/l,1849,Alberta Research Council,104239,,0.001,,,2.12
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-07-26 12:00:00,2004-07-26 11:00:00,0.00726,0.00726,KEARL LAKE,KEARL LAKE,,,µg/l,1849,Alberta Research Council,104239,,0.000006,,,0.00726
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-07-26 12:00:00,2004-07-26 11:00:00,0.143,0.143,KEARL LAKE,KEARL LAKE,,,µg/l,1847,Alberta Research Council,104239,,0.000006,,,0.143
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-07-26 12:00:00,2004-07-26 11:00:00,0.178,0.178,KEARL LAKE,KEARL LAKE,,,µg/l,1849,Alberta Research Council,104239,,0.00006,,,0.178
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-07-26 12:00:00,2004-07-26 11:00:00,0.183,0.183,KEARL LAKE,KEARL LAKE,,,µg/l,1847,Alberta Research Council,104239,,0.00006,,,0.183
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-08-24 15:05:00,2004-08-24 14:05:00,0.257,0.257,KEARL LAKE,KEARL LAKE,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),04SWE02174,04SWE02174,,Centre,SINGLE EUPHOTIC COMPOSITE,0.257
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-08-24 15:05:00,2004-08-24 14:05:00,0.201,0.201,KEARL LAKE,KEARL LAKE,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),04SWE02174,04SWE02174,,Centre,SINGLE EUPHOTIC COMPOSITE,0.201
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-08-24 15:05:00,2004-08-24 14:05:00,1.5,1.5,KEARL LAKE,KEARL LAKE,,,NTU,47,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE02174,04SWE02174,,Centre,SINGLE EUPHOTIC COMPOSITE,1.5
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-08-24 15:05:00,2004-08-24 14:05:00,0.027,0.027,KEARL LAKE,KEARL LAKE,,,mg/l,3627,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE02174,04SWE02174,0.001,Centre,SINGLE EUPHOTIC COMPOSITE,0.027
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-08-24 15:05:00,2004-08-24 14:05:00,0.007,0.007,KEARL LAKE,KEARL LAKE,,,mg/l,3626,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE02174,04SWE02174,0.001,Centre,SINGLE EUPHOTIC COMPOSITE,0.007
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-08-24 15:05:00,2004-08-24 14:05:00,8.04,8.04,KEARL LAKE,KEARL LAKE,,,,389,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE02174,04SWE02174,,Centre,SINGLE EUPHOTIC COMPOSITE,8.04
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-08-24 15:05:00,2004-08-24 14:05:00,0.166,0.166,KEARL LAKE,KEARL LAKE,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),04SWE02174,04SWE02174,,Centre,SINGLE EUPHOTIC COMPOSITE,0.166
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-08-24 15:05:00,2004-08-24 14:05:00,0.118,0.118,KEARL LAKE,KEARL LAKE,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),04SWE02174,04SWE02174,,Centre,SINGLE EUPHOTIC COMPOSITE,0.118
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-08-24 15:05:00,2004-08-24 14:05:00,18.1,18.1,KEARL LAKE,KEARL LAKE,,,mg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),04SWE02174,04SWE02174,,Centre,SINGLE EUPHOTIC COMPOSITE,18.1
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-08-24 15:05:00,2004-08-24 14:05:00,16.6,16.6,KEARL LAKE,KEARL LAKE,,,mg/l,482,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE02174,04SWE02174,0.003,Centre,SINGLE EUPHOTIC COMPOSITE,16.6
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-08-24 15:05:00,2004-08-24 14:05:00,17.8,17.8,KEARL LAKE,KEARL LAKE,,,mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),04SWE02174,04SWE02174,,Centre,SINGLE EUPHOTIC COMPOSITE,17.8
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-08-24 15:05:00,2004-08-24 14:05:00,12.7,12.7,KEARL LAKE,KEARL LAKE,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),04SWE02174,04SWE02174,,Centre,SINGLE EUPHOTIC COMPOSITE,12.7
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-08-24 15:05:00,2004-08-24 14:05:00,0.94,0.94,KEARL LAKE,KEARL LAKE,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),04SWE02174,04SWE02174,,Centre,SINGLE EUPHOTIC COMPOSITE,0.94
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-08-24 15:05:00,2004-08-24 14:05:00,0.0059,0.0059,KEARL LAKE,KEARL LAKE,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),04SWE02174,04SWE02174,,Centre,SINGLE EUPHOTIC COMPOSITE,0.0059
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-08-24 15:05:00,2004-08-24 14:05:00,0.0314,0.0314,KEARL LAKE,KEARL LAKE,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),04SWE02174,04SWE02174,,Centre,SINGLE EUPHOTIC COMPOSITE,0.0314
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-08-24 15:05:00,2004-08-24 14:05:00,0.02,0.02,KEARL LAKE,KEARL LAKE,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),04SWE02174,04SWE02174,,Centre,SINGLE EUPHOTIC COMPOSITE,0.02
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-08-24 15:05:00,2004-08-24 14:05:00,0.06,0.06,KEARL LAKE,KEARL LAKE,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),04SWE02174,04SWE02174,,Centre,SINGLE EUPHOTIC COMPOSITE,0.06
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-08-24 15:05:00,2004-08-24 14:05:00,0.942,0.942,KEARL LAKE,KEARL LAKE,,,mg/l,3435,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE02174,04SWE02174,0.007,Centre,SINGLE EUPHOTIC COMPOSITE,0.942
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-09-25 13:10:00,2004-09-25 12:10:00,0.028,0.028,KEARL LAKE,KEARL LAKE,,,mg/l,3627,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE03253,04SWE03254,0.001,Centre,SINGLE EUPHOTIC COMPOSITE,0.028
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-09-25 13:10:00,2004-09-25 12:10:00,0.007,0.007,KEARL LAKE,KEARL LAKE,,,mg/l,3626,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE03253,04SWE03254,0.001,Centre,SINGLE EUPHOTIC COMPOSITE,0.007
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-09-25 13:10:00,2004-09-25 12:10:00,7.98,7.98,KEARL LAKE,KEARL LAKE,,,,389,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE03253,04SWE03254,,Centre,SINGLE EUPHOTIC COMPOSITE,7.98
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-09-25 13:10:00,2004-09-25 12:10:00,17.2,17.2,KEARL LAKE,KEARL LAKE,,,mg/l,482,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE03253,04SWE03254,0.003,Centre,SINGLE EUPHOTIC COMPOSITE,17.2
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2004-09-25 13:10:00,2004-09-25 12:10:00,1.137,1.137,KEARL LAKE,KEARL LAKE,,,mg/l,3435,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE03253,04SWE03254,0.007,Centre,SINGLE EUPHOTIC COMPOSITE,1.137
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-04-07 08:00:00,2005-04-07 07:00:00,1.45,1.45,KEARL LAKE,KEARL LAKE,1,,NTU,47,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,05SWE01009,05SWE01010,,Centre,DISCRETE SAMPLE (GRAB),1.45
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-04-07 08:00:00,2005-04-07 07:00:00,0.017,0.017,KEARL LAKE,KEARL LAKE,1,,mg/l,3627,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,05SWE01009,05SWE01010,0.001,Centre,DISCRETE SAMPLE (GRAB),0.017
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-04-07 08:00:00,2005-04-07 07:00:00,0.007,0.007,KEARL LAKE,KEARL LAKE,1,,mg/l,3626,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,05SWE01009,05SWE01010,0.001,Centre,DISCRETE SAMPLE (GRAB),0.007
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-04-07 08:00:00,2005-04-07 07:00:00,7.49,7.49,KEARL LAKE,KEARL LAKE,1,,,389,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,05SWE01009,05SWE01010,,Centre,DISCRETE SAMPLE (GRAB),7.49
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-04-07 08:00:00,2005-04-07 07:00:00,21.6,21.6,KEARL LAKE,KEARL LAKE,1,,mg/l,482,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,05SWE01009,05SWE01010,0.003,Centre,DISCRETE SAMPLE (GRAB),21.6
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-04-07 08:00:00,2005-04-07 07:00:00,1.881,1.881,KEARL LAKE,KEARL LAKE,1,,mg/l,3435,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,05SWE01009,05SWE01010,0.007,Centre,DISCRETE SAMPLE (GRAB),1.881
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-05-26 12:00:00,2005-05-26 11:00:00,0.02,0.02,KEARL LAKE,KEARL LAKE,,,mg/l,3627,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,05SWE04399,05SWE04399,0.001,Centre,DISCRETE SAMPLE (GRAB),0.02
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-05-26 12:00:00,2005-05-26 11:00:00,0.007,0.007,KEARL LAKE,KEARL LAKE,,,mg/l,3626,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,05SWE04399,05SWE04399,0.001,Centre,DISCRETE SAMPLE (GRAB),0.007
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-05-26 12:00:00,2005-05-26 11:00:00,7.82,7.82,KEARL LAKE,KEARL LAKE,,,,389,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,05SWE04399,05SWE04399,,Centre,DISCRETE SAMPLE (GRAB),7.82
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-05-26 12:00:00,2005-05-26 11:00:00,12.4,12.4,KEARL LAKE,KEARL LAKE,,,mg/l,482,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,05SWE04399,05SWE04399,0.003,Centre,DISCRETE SAMPLE (GRAB),12.4
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-05-26 12:00:00,2005-05-26 11:00:00,0.955,0.955,KEARL LAKE,KEARL LAKE,,,mg/l,3435,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,05SWE04399,05SWE04399,0.007,Centre,DISCRETE SAMPLE (GRAB),0.955
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-07-13 12:00:00,2005-07-13 11:00:00,0.023,0.023,KEARL LAKE,KEARL LAKE,,,mg/l,3627,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,05SWE04409,05SWE04409,0.001,Centre,DISCRETE SAMPLE (GRAB),0.023
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-07-13 12:00:00,2005-07-13 11:00:00,0.009,0.009,KEARL LAKE,KEARL LAKE,,,mg/l,3626,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,05SWE04409,05SWE04409,0.001,Centre,DISCRETE SAMPLE (GRAB),0.009
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-07-13 12:00:00,2005-07-13 11:00:00,7.69,7.69,KEARL LAKE,KEARL LAKE,,,,389,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,05SWE04409,05SWE04409,,Centre,DISCRETE SAMPLE (GRAB),7.69
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-07-13 12:00:00,2005-07-13 11:00:00,18.6,18.6,KEARL LAKE,KEARL LAKE,,,mg/l,482,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,05SWE04409,05SWE04409,0.003,Centre,DISCRETE SAMPLE (GRAB),18.6
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-07-13 12:00:00,2005-07-13 11:00:00,1.062,1.062,KEARL LAKE,KEARL LAKE,,,mg/l,3435,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,05SWE04409,05SWE04409,0.007,Centre,DISCRETE SAMPLE (GRAB),1.062
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-07-22 12:00:00,2005-07-22 11:00:00,0.342,0.342,KEARL LAKE,KEARL LAKE,,,µg/l,1847,Alberta Research Council,104236,,0.0002,,,0.342
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-07-22 12:00:00,2005-07-22 11:00:00,0.257,0.257,KEARL LAKE,KEARL LAKE,,,µg/l,1849,Alberta Research Council,104236,,0.00005,,,0.257
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-07-22 12:00:00,2005-07-22 11:00:00,0.016,0.016,KEARL LAKE,KEARL LAKE,,,mg/l,567,ETL,104236,,0.001,,,0.016
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-07-22 12:00:00,2005-07-22 11:00:00,0.005,0.005,KEARL LAKE,KEARL LAKE,,,mg/l,567,ETL,104236,,0.001,,,0.005
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-07-22 12:00:00,2005-07-22 11:00:00,7.9,7.9,KEARL LAKE,KEARL LAKE,,,,389,ETL,104236,,0.1,,,7.9
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-07-22 12:00:00,2005-07-22 11:00:00,91.0,91,KEARL LAKE,KEARL LAKE,,,%,0,FIELD,104236,,0.01,,,91
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-07-22 12:00:00,2005-07-22 11:00:00,2.0,2,KEARL LAKE,KEARL LAKE,,,mg/l,331,ETL,104236,,2,,,2
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-07-22 12:00:00,2005-07-22 11:00:00,0.05,0.1,KEARL LAKE,KEARL LAKE,,<,µg/l,1847,Alberta Research Council,104236,,0.0001,,,0.1
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-07-22 12:00:00,2005-07-22 11:00:00,0.05,0.1,KEARL LAKE,KEARL LAKE,,<,µg/l,1849,Alberta Research Council,104236,,0.0001,,,0.1
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-07-22 12:00:00,2005-07-22 11:00:00,15.4,15.4,KEARL LAKE,KEARL LAKE,,,mg/l,1847,Alberta Research Council,104236,,0.1,,,15.4
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-07-22 12:00:00,2005-07-22 11:00:00,15.1,15.1,KEARL LAKE,KEARL LAKE,,,mg/l,1849,Alberta Research Council,104236,,0.1,,,15.1
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-07-22 12:00:00,2005-07-22 11:00:00,15.3,15.3,KEARL LAKE,KEARL LAKE,,,mg/l,2577,ETL,104236,,0.5,,,15.3
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-07-22 12:00:00,2005-07-22 11:00:00,23.2,23.2,KEARL LAKE,KEARL LAKE,,,µg/l,1847,Alberta Research Council,104236,,0.002,,,23.2
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-07-22 12:00:00,2005-07-22 11:00:00,2.69,2.69,KEARL LAKE,KEARL LAKE,,,µg/l,1849,Alberta Research Council,104236,,0.001,,,2.69
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-07-22 12:00:00,2005-07-22 11:00:00,0.0312,0.0312,KEARL LAKE,KEARL LAKE,,,µg/l,1849,Alberta Research Council,104236,,0.000006,,,0.0312
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-07-22 12:00:00,2005-07-22 11:00:00,0.037,0.037,KEARL LAKE,KEARL LAKE,,,µg/l,1847,Alberta Research Council,104236,,0.000006,,,0.037
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-07-22 12:00:00,2005-07-22 11:00:00,0.03,0.06,KEARL LAKE,KEARL LAKE,,<,µg/l,1849,Alberta Research Council,104236,,0.00006,,,0.06
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-07-22 12:00:00,2005-07-22 11:00:00,0.0751,0.0751,KEARL LAKE,KEARL LAKE,,,µg/l,1847,Alberta Research Council,104236,,0.00006,,,0.0751
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-08-30 08:55:00,2005-08-30 07:55:00,0.251,0.251,KEARL LAKE,KEARL LAKE,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),05SWE03024,05SWE03025,,Centre,DISCRETE SAMPLE (GRAB),0.251
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-08-30 08:55:00,2005-08-30 07:55:00,1.5,1.5,KEARL LAKE,KEARL LAKE,,,NTU,47,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,05SWE03024,05SWE03025,,Centre,DISCRETE SAMPLE (GRAB),1.5
kearl_lake,vanadium_total_recoverable,KEARL LAKE.csv,2005-08-30 08:55:00,2005-08-30 07:55:00,0.022,0.022,KEARL LAKE,KEARL LAKE,,,mg/l,3627,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,05SWE03024,05SWE03025,0.001,Centre,DISCRETE SAMPLE (GRAB),0.022
