lake,sampling_timestamp,sample_timestamp,site_name,station_name,depth,value_sign,unit_symbol,method,laboratory,sampling_number,sample_number,rdl,sample_location,sample_type,aluminum_dissolved,aluminum_total_recoverable,calcium_dissolved,calcium_total,copper_dissolved,copper_total_recoverable,lead_dissolved,lead_total_recoverable,nickel_dissolved,nickel_total_recoverable,nitrogen_kjeldahl_dissolved,oxygen_biochemical_demand,oxygen_dissolved_percent_saturation,ph,phosphorus_total,phosphorus_total_dissolved,turbidity,vanadium_dissolved,vanadium_total_recoverable,distance_group,project_number,station_number,station,latitude_decimal_degrees,longitude_decimal_degrees,sample_datetime,station_type_code,sample_matrix_code,sample_type_code,collection_code,qc_sample_flag,sample_comment,continental_river_basin_code,river_basin_code,river_sub_basin_code,aluminum_extractable,calcium_dissolved_filtered,copper_extractable,copper_total,lead_extractable,lead_total,nickel_total,nitrogen_dissolved_nitrate,nitrogen_dissolved_nitrite,oxygen_dissolved_field_meter,oxygen_total_cod,ph_lab,turbidity_jtu,turbidity_ntu,vanadium_total,nitrogen_dissolved,sampling timestamp,value,unit symbol,site name,station name,parameter,aluminum dissolved,aluminum total recoverable,calcium dissolved,calcium total,copper dissolved,copper total recoverable,lead dissolved,lead total recoverable,nickel dissolved,nickel total recoverable,nitrogen dissolved,phosphorus total dissolved,phosphorus total,vanadium dissolved,oxygen dissolved % saturation,oxygen biochemical demand,calcium_total_recoverable,nitrogen_dissolved_no3_no2,nitrogen_particulate_total,oxygen_dissolved_winkler,final_sample_date
Kearl,2008-09-05 12:15:00,2008-09-05 11:15:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),08SWE03960,08SWE02165,,Centre,DISCRETE SAMPLE (GRAB),1.31,,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09-05 12:15:00
Kearl,2009-03-17 09:25:00,2009-03-17 08:25:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849.0,"ALBERTA RESEARCH COUNCIL, INORGANIC ANALYSIS LABORATORY",09SWE00382,09SWE00382-01,,Centre,DISCRETE SAMPLE (GRAB),0.858,,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-03-17 09:25:00
Kearl,2009-08-17 16:15:00,2009-08-17 15:15:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),09SWE00811,09SWE00715,,Centre,DISCRETE SAMPLE (GRAB),1.18,,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-17 16:15:00
Kearl,2009-09-18 12:00:00,2009-09-18 11:00:00,KEARL LAKE,KEARL LAKE,,<,µg/l,1849.0,Alberta Research Council,104227,,0.001,'---,,1.0,,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-09-18 12:00:00
Kearl,2010-08-31 15:45:00,2010-08-31 14:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),10SWE01442,10SWE01443,1.0,Centre,DISCRETE SAMPLE (GRAB),1.03,,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-08-31 15:45:00
Kearl,2011-09-01 08:30:00,2011-09-01 07:30:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),11SWE06688,11SWE06689,1.0,Centre,DISCRETE SAMPLE (GRAB),2.11,,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-01 08:30:00
Kearl,2011-09-10 12:00:00,2011-09-10 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106085,,0.001,'---,,1.3,,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-10 12:00:00
Kearl,2012-08-26 15:45:00,2012-08-26 14:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),12SWE02081,12SWE02082,1.0,Centre,DISCRETE SAMPLE (GRAB),1.06,,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-08-26 15:45:00
Kearl,2012-09-08 12:00:00,2012-09-08 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106088,,0.001,'---,,1.0,,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-08 12:00:00
Kearl,2013-08-28 13:10:00,2013-08-28 12:10:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),13SWE02340,13SWE02341,1.0,Centre,DISCRETE SAMPLE (GRAB),2.67,,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-08-28 13:10:00
Kearl,2013-09-07 12:00:00,2013-09-07 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106968,,0.001,'---,,4.72,,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-09-07 12:00:00
Kearl,2014-08-18 16:00:00,2014-08-18 15:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),14SWE02236,14SWE02237,0.13,Centre,SINGLE EUPHOTIC COMPOSITE,1.07,,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-08-18 16:00:00
Kearl,2014-09-11 12:00:00,2014-09-11 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107422,,0.00013,'---,,1.04,,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-11 12:00:00
Kearl,2015-08-29 07:30:00,2015-08-29 06:30:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),15SWE05523,15SWE05524,0.13,Centre,DISCRETE SAMPLE (GRAB),1.6,,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-29 07:30:00
Kearl,2016-03-15 12:00:00,2016-03-15 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112630,,0.00013,'---,,1.17,,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-15 12:00:00
Kearl,2016-07-19 12:00:00,2016-07-19 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112429,,0.00013,'---,,2.44,,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-19 12:00:00
Kearl,2016-08-26 11:45:00,2016-08-26 10:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),16SWE08263,16SWE08264,0.13,Centre,SINGLE EUPHOTIC COMPOSITE,2.16,,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-26 11:45:00
Kearl,2016-09-20 12:00:00,2016-09-20 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112237,,0.00013,'---,,1.4,,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-20 12:00:00
Kearl,2017-03-13 12:00:00,2017-03-13 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),111802,,0.00013,'---,,1.19,,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-13 12:00:00
Kearl,2017-08-25 07:45:00,2017-08-25 06:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),17SWE12773,17SWE12774,0.4,Centre,DISCRETE SAMPLE (GRAB),1.3,,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-25 07:45:00
Kearl,2020-09-18 10:40:00,2020-09-18 09:40:00,KEARL LAKE,KEARL LAKE,0.1,'---,µg/l,1849.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),20SWE11038,20SWE11039,0.4,Centre,DISCRETE SAMPLE (GRAB),1.0,,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-18 10:40:00
Kearl,2021-08-18 15:15:00,2021-08-18 14:15:00,KEARL LAKE,KEARL LAKE,0.1,'---,µg/l,1849.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),21SWE04621,21SWE04621-01,0.4,Centre,DISCRETE SAMPLE (GRAB),2.0,,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-18 15:15:00
Kearl,2022-09-16 07:20:00,2022-09-16 06:20:00,KEARL LAKE,KEARL LAKE,0.1,'---,µg/l,1849.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),22SWE04634,22SWE04634-01,0.4,Centre,DISCRETE SAMPLE (GRAB),16.0,,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-16 07:20:00
Kearl,2003-03-24 12:00:00,2003-03-24 12:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847.0,Alberta Research Council,104242,,0.002,'---,,,19.4,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-03-24 12:00:00
Kearl,2004-07-26 12:00:00,2004-07-26 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847.0,Alberta Research Council,104239,,0.002,'---,,,17.8,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-07-26 12:00:00
Kearl,2004-08-24 15:05:00,2004-08-24 14:05:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),04SWE02174,04SWE02174,,Centre,SINGLE EUPHOTIC COMPOSITE,,12.7,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-08-24 15:05:00
Kearl,2005-07-22 12:00:00,2005-07-22 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847.0,Alberta Research Council,104236,,0.002,'---,,,23.2,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-07-22 12:00:00
Kearl,2005-08-30 08:55:00,2005-08-30 07:55:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),05SWE03024,05SWE03025,,Centre,DISCRETE SAMPLE (GRAB),,14.0,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-08-30 08:55:00
Kearl,2006-08-23 12:00:00,2006-08-23 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),06SWE03220,06SWE01907,,Centre,DISCRETE SAMPLE (GRAB),,20.8,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-08-23 12:00:00
Kearl,2006-09-14 12:00:00,2006-09-14 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847.0,Alberta Research Council,104233,,0.002,'---,,,56.8,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-09-14 12:00:00
Kearl,2007-08-23 09:45:00,2007-08-23 08:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),07SWE02704,07SWE02704,,Centre,SINGLE EUPHOTIC COMPOSITE,,16.6,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08-23 09:45:00
Kearl,2007-09-11 12:00:00,2007-09-11 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847.0,Alberta Research Council,104230,,0.002,'---,,,23.0,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-09-11 12:00:00
Kearl,2008-09-05 12:15:00,2008-09-05 11:15:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),08SWE03960,08SWE02165,,Centre,DISCRETE SAMPLE (GRAB),,6.72,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09-05 12:15:00
Kearl,2009-03-17 09:25:00,2009-03-17 08:25:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847.0,"ALBERTA RESEARCH COUNCIL, INORGANIC ANALYSIS LABORATORY",09SWE00382,09SWE00382-01,,Centre,DISCRETE SAMPLE (GRAB),,9.73,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-03-17 09:25:00
Kearl,2009-08-17 16:15:00,2009-08-17 15:15:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),09SWE00811,09SWE00715,,Centre,DISCRETE SAMPLE (GRAB),,11.9,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-17 16:15:00
Kearl,2009-09-18 12:00:00,2009-09-18 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847.0,Alberta Research Council,104227,,0.002,'---,,,13.6,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-09-18 12:00:00
Kearl,2010-08-31 15:45:00,2010-08-31 14:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),10SWE01442,10SWE01443,3.0,Centre,DISCRETE SAMPLE (GRAB),,14.2,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-08-31 15:45:00
Kearl,2011-09-01 08:30:00,2011-09-01 07:30:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),11SWE06688,11SWE06689,3.0,Centre,DISCRETE SAMPLE (GRAB),,16.6,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-01 08:30:00
Kearl,2011-09-10 12:00:00,2011-09-10 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106085,,0.003,'---,,,11.4,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-10 12:00:00
Kearl,2012-08-26 15:45:00,2012-08-26 14:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),12SWE02081,12SWE02082,3.0,Centre,DISCRETE SAMPLE (GRAB),,9.96,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-08-26 15:45:00
Kearl,2012-09-08 12:00:00,2012-09-08 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106088,,0.003,'---,,,10.1,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-08 12:00:00
Kearl,2013-08-28 13:10:00,2013-08-28 12:10:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),13SWE02340,13SWE02341,3.0,Centre,DISCRETE SAMPLE (GRAB),,5.85,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-08-28 13:10:00
Kearl,2013-09-07 12:00:00,2013-09-07 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106968,,0.003,'---,,,10.0,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-09-07 12:00:00
Kearl,2014-08-18 16:00:00,2014-08-18 15:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),14SWE02236,14SWE02237,0.2,Centre,SINGLE EUPHOTIC COMPOSITE,,20.8,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-08-18 16:00:00
Kearl,2014-09-11 12:00:00,2014-09-11 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107422,,0.0002,'---,,,7.3,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-11 12:00:00
Kearl,2015-08-29 07:30:00,2015-08-29 06:30:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),15SWE05523,15SWE05524,0.2,Centre,DISCRETE SAMPLE (GRAB),,25.7,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-29 07:30:00
Kearl,2016-03-15 12:00:00,2016-03-15 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112630,,0.0002,'---,,,26.1,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-15 12:00:00
Kearl,2016-07-19 12:00:00,2016-07-19 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112429,,0.0002,'---,,,17.0,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-19 12:00:00
Kearl,2016-08-26 11:45:00,2016-08-26 10:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),16SWE08263,16SWE08264,0.2,Centre,SINGLE EUPHOTIC COMPOSITE,,10.4,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-26 11:45:00
Kearl,2016-09-20 12:00:00,2016-09-20 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112237,,0.0002,'---,,,19.4,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-20 12:00:00
Kearl,2017-03-13 12:00:00,2017-03-13 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),111802,,0.0002,'---,,,18.4,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-13 12:00:00
Kearl,2017-08-25 07:45:00,2017-08-25 06:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),17SWE12773,17SWE12774,0.4,Centre,DISCRETE SAMPLE (GRAB),,8.0,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-25 07:45:00
Kearl,2020-09-18 10:40:00,2020-09-18 09:40:00,KEARL LAKE,KEARL LAKE,0.1,'---,µg/l,1847.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),20SWE11038,20SWE11039,0.4,Centre,DISCRETE SAMPLE (GRAB),,3.7,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-18 10:40:00
Kearl,2021-08-18 15:15:00,2021-08-18 14:15:00,KEARL LAKE,KEARL LAKE,0.1,'---,µg/l,1847.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),21SWE04621,21SWE04621-01,0.4,Centre,DISCRETE SAMPLE (GRAB),,10.9,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-18 15:15:00
Kearl,2022-09-16 07:20:00,2022-09-16 06:20:00,KEARL LAKE,KEARL LAKE,0.1,'---,µg/l,1847.0,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),22SWE04634,22SWE04634-01,0.4,Centre,DISCRETE SAMPLE (GRAB),,27.2,,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-16 07:20:00
Kearl,2000-09-27 12:00:00,2000-09-27 11:00:00,KEARL LAKE,KEARL LAKE,,'---,mg/l,482.0,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,00SWE04029,00SWE04029,0.003,Centre,EUPHOTIC COMPOSITE,,,20.3,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-09-27 12:00:00
Kearl,2001-09-13 12:00:00,2001-09-13 11:00:00,KEARL LAKE,KEARL LAKE,,'---,mg/l,482.0,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,01SWE03883,01SWE03883,0.003,Centre,VERTICAL INTEGRATED,,,19.6,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-09-13 12:00:00
Kearl,2002-09-04 12:00:00,2002-09-04 11:00:00,KEARL LAKE,KEARL LAKE,,'---,mg/l,482.0,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,02SWE03131,02SWE03131,0.003,Centre,DISCRETE SAMPLE (GRAB),,,20.6,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-09-04 12:00:00
Kearl,2003-03-24 12:00:00,2003-03-24 12:00:00,KEARL LAKE,KEARL LAKE,,'---,mg/l,1849.0,Alberta Research Council,104242,,0.1,'---,,,,37.8,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-03-24 12:00:00
Kearl,2003-03-24 12:00:00,2003-03-24 12:00:00,KEARL LAKE,KEARL LAKE,,'---,mg/l,2577.0,ETL,104242,,0.5,'---,,,,41.9,,,,,,,,,,,,,,,,,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-03-24 12:00:00
